	motif_1	motif_2	motif_3	motif_4	motif_5	motif_6	motif_7	motif_8	motif_9	motif_10	motif_11	motif_12	motif_13	motif_14	motif_15	motif_16	motif_17	motif_18	motif_19	motif_20	motif_21	motif_22	motif_23	motif_24	motif_25	motif_26	motif_27	motif_28	motif_29	motif_30	motif_31	motif_32	motif_33	motif_34	motif_35	motif_36	motif_37	motif_38	motif_39	motif_40	motif_41	motif_42	motif_43	motif_44	motif_45	motif_46	motif_47	motif_48	motif_49	motif_50
prom_1	0.5899777821283273	0.43587839722627064	1.0072900557175273	0.24484568936524845	0.9764795000700041	0.9612734038562805	0.34723837761650844	0.7449823053453709	0.5132994607511229	0.20178249281902264	1.0008324745521335	0.35895250956432345	0.992050933458481	0.18557627795129575	0.8047739067211723	0.8727259015820611	0.24757810270869277	0.5755010839300124	0.2883517856157153	0.933379458485197	0.5625023705031497	0.3714747365285239	0.22074758434909483	0.8218597693251504	0.10982038941676833	0.44440582539356477	0.9766441348553847	0.16934704874947507	0.6928009940239079	0.28338165745137756	0.14708770249660177	0.12624502598171852	0.3173775756024245	0.43648918192294084	0.6467031519719132	0.37481280466227973	0.9918294401751955	0.7812176483658579	0.6220130602213786	0.8242170100852311	0.159543104118851	0.6332771043988698	0.28380929488106765	0.5794911440336804	0.5946146379719559	1.0544224704601575	0.9163922833316813	0.3030569765905933	1.0308177796064089	0.57580961691477
prom_2	0.9225460548854344	0.9572295302209561	0.7764935414950661	0.5549866046210173	0.5128485875525849	0.9504487044269501	0.9384968519308824	0.7553117810605647	0.6123369187098239	0.9614379961473706	0.9052167915745026	0.6774736846480625	0.594773796005453	0.5917019620912536	0.10564124535652178	0.5094089215352835	0.7568004642538217	0.10344135965462245	0.8383475478605388	0.4608378857770141	1.040604926807983	0.6468604191617866	0.702140749157199	0.6669853262460442	0.7186084013799622	0.5917673634415186	0.4854162603685592	0.8337964471231611	0.5941525672547578	0.5632028166484748	0.853023996262325	0.5097214360293099	0.3287575583679724	0.9673892460647456	1.059357896880641	0.11261729992516414	0.8202845528619702	0.9348876805334493	0.21746475225806508	0.7990225875706731	0.10803267013945797	0.6648772512152044	0.1262964912621827	0.7625971602590602	1.0817291618906266	0.4903006756469187	0.5169645123928454	0.22051570916208454	0.6086041525971384	0.8366108827415013
prom_3	0.3863327291855061	0.82507578132888	0.4983278611059043	0.14593688835910482	0.11934092431203305	0.3694739173199574	0.8376595447500343	0.5473198355599797	0.49506471357440796	0.508574263166471	0.8878302721779336	0.745130759355267	0.3261597377153509	0.32015829640776106	0.6426763856970382	0.8698646725959942	0.950520100050651	0.5252434053155645	0.5643427711205417	0.5612747917398332	0.12071493903739963	0.190596423181452	0.6395335366346139	0.334453786168593	0.8489835719471018	0.810027456140535	0.14940996146875932	0.41037729732966466	1.0717258020761677	0.7794865622142696	0.7839038252941071	0.5072382301922288	0.10195955984824892	0.2247270662973905	0.4621625784051506	0.12953193382336106	1.0148382586507496	0.45039991207680996	0.8947701956865618	0.42700566681223584	0.36111693583258087	0.5465800307891941	0.9969850521654101	0.8870686515236271	0.26087730568906387	0.23852932540730357	0.5647939152363775	0.20151384138651066	0.9504699446957756	0.9807191418931607
prom_4	0.7433287589345123	1.0556101833786558	0.791077909506226	0.6501561561506486	0.46206959178416984	0.44404038960830094	0.4216763724529332	0.6283958454843234	0.6512801393455501	0.47493907353410125	1.0811562220525148	0.5932879394478874	0.2830891344825681	0.906861110406739	0.17912663648745178	0.10046679375976933	0.34996775134531455	0.7698476127958125	0.6238600733727291	0.6259117921234001	0.6967414949698323	0.8357732448648798	0.9253975275166995	0.7717180664833282	0.9444609715450297	0.46532763809387756	0.6235053964812699	0.7236863470611744	0.527659260231549	0.23279338268404717	0.6421497181752415	0.7323769130145177	0.9266606125491847	0.31871160862823145	0.5965404845134874	0.8028347552468804	0.4873250909467499	0.40669016466945185	0.7320756430360168	0.20139524036616488	0.4089120888352846	1.0185469581436866	1.0111440980858548	0.9982632228072829	1.0386295683059226	0.8773059619914273	1.0322151138230025	0.2618523511847246	0.4202351781391439	1.0864277428819404
prom_5	0.35913539895214697	1.0789670947540766	0.20438395152073777	0.5455941004921224	0.3391919668690546	0.6360072117368545	0.32358839558010344	0.1968387802022206	0.4923818553332495	0.894017507977585	1.084097900055821	0.9763377293768746	0.8955670199684654	1.0828439824439564	0.3125036730174785	1.022148343264961	0.5665049600576424	0.5237737746718285	0.13081943009913635	0.4841986753585257	0.9945398393583419	0.9015703796911797	0.8292909049560526	0.6198213496965829	0.7667390373632796	0.889883897056965	0.1160327855415079	0.4012054288960546	0.26112754174229447	0.29246199160779196	0.6034022745543427	0.3794513757395215	0.12322369656208479	1.058698611980842	0.6955453762800787	0.5813314081568686	0.7837840236139465	0.9851102696218289	0.680742434552049	0.4714074106591942	1.054811977478242	0.8064890098066249	0.9417406793519965	0.6737964574628694	0.47791421434040726	1.0011591665001998	0.935313600285907	1.0048932443861083	0.9323401990731166	0.5742388212935459
prom_6	0.6241236872038795	0.7138724739060697	0.558125485507968	0.20965652716029085	0.9092972944031517	1.0520097926018246	0.22845459929463532	0.26928879710670706	0.33839837774483894	1.090959185470761	1.0226657422429921	0.5805862628122594	1.042055783407885	0.7885101891610007	0.24731390971047731	0.4627222160300323	0.4322396878814222	0.918040593482445	0.6414145692821579	0.2843470904858094	0.35311304814180655	0.9639932865771021	0.2748909605755441	0.8389409358637563	0.6333037888177033	0.998837978643348	0.6982450515059868	0.5959997751087355	0.1826322298928357	1.0351195534085136	1.0302476876213704	0.4446261483267566	0.17155261253672574	0.20640450348380338	0.24876926575973005	0.4888574020207882	0.6889869539396615	0.300226419556616	0.2524621739362438	0.6367279027620204	0.4261480374350922	0.7578681504280897	0.823461721727451	0.9811150606520405	0.4033695158155699	0.6394377559835469	0.5685658204115276	0.5813312310164253	0.5961892111421888	0.5221890039926756
prom_7	0.2127291825720166	0.5897842975037192	0.5170403360976072	0.9529610244196504	1.0791025907969594	0.9627343864971286	0.656561995515991	0.88659893089207	0.4590899494545334	0.1458363634845388	0.5699822308135172	0.7914771021895678	0.6516819086062562	0.1566357651958872	0.631047187531448	0.7631841492012288	0.643288832946646	0.2010226196746329	0.7583932947500013	0.6524477125727796	0.6410457457173521	0.2608829229568911	0.5061463228440477	0.44925549062287407	0.34455531764309266	0.7222881357818826	0.5875084900445373	0.6655716162293228	0.5958698646755546	0.34447290385753226	0.21506400117623128	0.39538896093131704	0.6166067816622365	0.9226463628246901	0.7828060494831361	0.40365645372225556	0.2909528882022052	0.6296160504735383	0.7468962873227404	0.630059223909789	0.2902999098012681	0.456391492195136	0.9548248369878204	0.3951346382920562	0.29754941333399054	0.6371140076483078	0.9186976572659892	0.821914997535897	0.9649260661356799	0.9784110098339707
prom_8	0.2921750929926471	0.28834764464981455	1.0928047635589062	0.19011142068915657	0.2865954130367385	0.6338261893651912	0.8018978257394234	1.0032059361349197	0.5378290837960757	1.0840737176653348	0.2039769025897004	0.276240378079465	0.9193105407259728	0.2879502963044209	0.10544103791314077	0.6968999853513344	0.16962388145759658	0.2280179874410512	0.23156760616242902	0.2693685517511313	0.401719487645369	0.2813861350119188	0.2418253502774859	0.18583839166992025	0.9618183053729124	0.14517265220520584	0.6016635369577159	0.5262162352472782	0.7943783242674572	0.8896545050099709	0.3192914043152306	0.3673325936183739	0.7194917069491232	0.8498638478698604	0.4212011675710625	0.6684149631044083	0.666442881756614	0.9384682495791526	0.7264568441589078	0.6992225727591383	0.7438308802193053	0.8305075009675377	0.7194065995971825	0.2821127574630934	0.8638833101213512	0.9695856502142889	0.8795274424657854	0.5725390081713639	0.14701954612522763	0.8828315845911716
prom_9	0.5041312262695069	0.9654102813077118	0.14921231369244795	0.16923948704166972	0.9080151954736689	0.15022188809960782	0.28529631854480775	0.24624373018952986	0.3120128184883999	0.26006091433003264	0.881587809199137	0.21089928215240908	1.0565850875554357	0.3537329505429617	0.31392659240755527	0.19928638096292797	1.0133515384492644	0.5504767477884559	0.9359751768308169	1.0950795779951603	0.5174352453393439	0.34454977087929406	0.6570129667659151	0.7963766882798604	0.786487628191706	0.29585497011035544	0.9376394355794971	0.9057347060060877	0.31233578746660184	0.7132579532820178	0.4367909370223715	0.61517219835797	0.6643566829273778	0.1712992756490345	0.3868986433069419	0.572673727478058	0.2054606344082021	0.2613703400992399	0.6944534126073834	0.4924215568558189	0.20735700418908945	0.4943681259452668	1.046603670283074	0.4696446244992065	0.5098035746886528	0.5203403316571859	0.11245223728684398	0.21419813058543982	0.9427997395720142	0.3106505971700845
prom_10	0.9230805793984906	0.32547829932807515	0.2849173600756324	1.0311211155999331	0.5271837709229247	0.21183243290704104	0.45307996662635064	0.729401182425051	0.9080288222210879	0.6283681389487186	0.5333940008978313	0.6026576372738731	0.15028684526113714	1.0816079285357847	0.15165302867126598	0.16630942537164653	0.5231499285217297	0.20874757483572629	0.9332749026032939	0.6796565749205845	0.18202124176855886	0.5924028664878752	0.6260047720109531	0.46147026012266323	0.43655869977828377	0.17281387613726332	0.10675354351436186	0.42460054581013973	0.7640151583489825	1.0102058273842425	0.4684251765889694	0.6291337648012704	0.9752110550780786	0.1864478565375798	0.5473170804514239	0.9425313263471063	0.2109075562510462	0.536628018487437	0.2129420462084303	1.0954173958949476	0.2285349723270236	1.058765446165898	0.16040749693606485	0.7238785715906723	0.9995942921887743	1.0092899444679042	0.4960217341776786	0.32282058765183685	0.2735508855068267	0.5416945787371006
prom_11	0.48941594350000095	1.0486277936136852	0.8241481373346593	1.0741187826226897	0.9236695686372949	0.35683109152633574	0.7592826216911247	0.24080458956647824	0.999571064941133	0.19161819649134307	0.6505371394046304	0.49672300315659157	0.9815765918122381	0.12333796853382242	0.2614875430819761	0.5152844446205969	0.2564916415933002	0.30194067667639135	0.5039443844454055	0.19611647179019578	0.4241157990885511	0.3711509172784754	0.4249072608568977	0.5200433442585392	0.6516081200909872	0.9313351391001343	0.6780571508299444	0.5883425018407051	0.35562248298026644	0.715983298433863	1.0242208551507703	0.6939134033175794	0.5337845197603941	0.9755140634008392	0.30803060169278484	0.11306771176736444	1.0830307393201686	0.4072119815395385	0.4293150891102162	0.3529750037285304	0.6658903602950308	0.2589596925928265	0.3807043510682768	0.6359149290702647	0.8517146894461364	0.17791630401160932	0.30141633567519055	0.6477367282780796	0.22282532025292093	0.5667128496980719
prom_12	0.5492869390175718	0.7033543351498818	0.3374367024813918	0.7524519413720405	0.9205420122400194	1.0246871251714635	0.4346739705639038	0.616669251457133	0.7801808120641247	0.7359217167330441	0.8248110530084004	0.9384385646293228	1.0797779373772336	0.519601101140813	0.5640643079054913	0.35020330137006417	0.8730006804918065	0.5427290188477767	0.10334674879695285	0.5277786498964911	0.6925288264541395	0.4271614480934036	0.8890544381438846	0.29063360257355175	0.9936997416578462	0.8275576970313905	0.9959487549014795	0.698932235148924	0.5059056409331671	0.3109622264743983	0.46792459016405175	0.10952491793782373	0.9651809833379942	0.5015577912159144	0.6746528316784094	0.7836892949761022	0.8839933272717642	0.8924292982800144	0.6825384079991059	0.9700486428453176	1.0517827088076614	0.5309715495957466	0.28937857040720216	0.2738612089101419	0.45260369596639716	0.46098235440102653	0.7353736593498295	0.17484778336271192	0.6309570725486895	0.8974959954282644
prom_13	0.5883551810983417	0.8870552338929275	0.6069228507994727	0.3542817494557612	0.4252851478175178	0.8189437834106629	0.4593502930652018	0.9401083818602592	0.2002283493353412	1.091688668334139	0.6405448022793294	0.37890869532610016	0.28191116624659107	0.8003206546618878	0.25166148687426404	0.9313405620362828	0.9237704651937456	0.6227972316629623	0.4007310354406326	0.8628512952781278	0.6424353247180278	0.8644643614638443	0.875174187810408	0.17722956818162897	0.8392275664607936	0.3568456734934873	0.43113037405624877	1.0692592325941384	0.9472889706056545	0.9022069467249928	0.37694179874998757	0.10842178503261404	0.39506240650365465	0.8197981782138688	1.0944795630375517	1.0092350849039444	0.12537912009166288	0.3640796872794668	0.7007021492729183	0.4643058914512831	0.23224815248936106	0.6030470141224907	0.6442469082282765	0.7627015702766167	0.9496968451497251	0.5253469749207411	0.15594292834398496	0.747053398371135	0.5779390543716779	0.36650027744477076
prom_14	0.7921997336812154	0.9676138356458418	0.7676937813430806	1.0529448570112139	0.9492245345671232	0.5185321268110236	1.0288882569390638	0.30804321570462223	0.2903000515921066	0.33376807773930806	0.4244263037232229	0.5007338670292494	0.602559861432786	0.18096818547381224	0.9821756974248147	1.0180088310076896	0.10308696009027865	0.7724420386266744	0.18109040412337177	0.2620600312923531	0.9523833200545515	0.632003479270781	0.9020146013111842	0.7106990735827342	0.2894864138819516	0.36259197022224166	0.7845041584430273	0.11468502554508966	0.8190925990490472	0.7669058225504874	0.7601324392515236	1.0977330802881873	0.31171795739005737	0.47209435967521474	0.9675082937505407	0.5746680713085988	0.5693013335308894	0.3688036313029488	1.0811512718975276	0.9614650942054446	0.6103905800844273	0.5567357918752325	0.4434398259496235	0.5059572008924649	1.0390612202684	0.9201849016073761	0.5955598467993938	0.1780381372651139	0.6133879575851844	0.8451724603417277
prom_15	0.2921412318716812	0.6773260374395221	0.4118244889136462	1.0883287888959199	0.9182882503083075	0.8768258334603087	0.7709848901594324	1.0336185920393626	0.14166916044826253	0.6556203194858018	0.6828203988797849	0.5107865209256968	0.973590458974041	0.3109168636908477	0.11231499683724191	0.6023710906225345	0.3976472151983874	1.0247910504287223	0.8319988403115495	0.40214670679280895	0.9113992798855727	0.4849486319057694	0.4158616078594888	1.0345705705262078	0.5260535827553231	0.3840736980896642	0.4502333192985004	0.1460645239172014	0.46730898047887837	0.13006936130127203	0.7086419560979882	0.8703425431402682	0.3719435507148645	0.7709992946200157	0.6154887788863462	0.9138969642987524	0.4699456022418239	0.5761148049822348	0.657261363340802	0.9692299069774393	0.8165014221366984	0.8182860722973457	0.2405005831300341	1.0740924280679731	0.3928761095787363	0.24509860219773563	0.8701768408018271	0.3427531935596978	0.5786451573709571	0.7429605294067292
prom_16	1.0425599449923653	0.4696488829844103	0.1971919693903589	0.40472522645398856	0.5575168196976582	0.20595385445176498	0.4757412779974145	0.4151875949592544	0.4755329277440331	0.8526784900941355	0.5691708705153129	0.5697042529458111	0.588157843690934	0.1666493173011603	0.14275808447687624	0.5543095246865791	0.3652622241215935	0.5526405887878004	0.5912585842424005	0.8212777389157673	0.9780794182938896	0.7677729105008924	0.9719194755889355	0.8487331692094755	0.453487057535534	0.5330764117042996	0.2402826885105991	0.5384744635344716	0.4944018716813574	0.9470238717947242	0.6505723708889493	1.0252260632258303	0.5552285375931745	0.7412940584141726	0.9573679012138074	0.8954563970514913	0.9696621328106556	0.5462776857331673	0.12102307529270243	0.7693549905074674	0.4753762516039365	0.7377621180618226	0.5273940995184205	0.10936634670850046	0.7587174242126739	0.3648937689719195	0.25779732946199774	0.3394461280937785	0.8472175017567872	0.2651688568001328
prom_17	0.7100830846865887	0.1925108359026704	0.6390571827588649	0.31304903302457154	0.638308085339222	0.8891580499529981	0.862653669041076	0.9743813555040689	0.4887920226256607	0.2948491554403577	0.4960257700990003	0.7047497906064324	0.3390667436474937	1.062542139026275	0.597530341887337	0.5226451533171698	0.5112471411536907	0.670381794184944	0.7860760027559854	1.0184888326520034	0.8422809387165368	0.7729617421241284	0.4158421572825953	0.22622750330032185	0.7910688099865684	0.6108665752715032	0.3399710388054804	0.22523281191068115	0.6962726851241434	1.078648559346982	1.0661713319869808	0.2016016173488079	0.4213288198381737	1.0129131043896564	0.30602258484764655	1.0591809090633875	0.5318991462573275	0.2663723446332169	0.39693373407388344	0.7141654944538537	1.02150084147494	0.8621301833366198	0.9232583070651718	0.7465236480344457	0.876160399374281	0.5082677162904702	0.9985673806511779	0.5289100723064879	0.7929440356462489	0.6707135452570524
prom_18	0.6789775850288897	0.18778070233376312	0.2914593832946749	0.4818994628412987	0.6290896853921798	0.5393218801205828	0.8124786619187555	0.6109358193833183	1.0195973259686886	0.3521083295984281	0.2778850174230846	0.6491123501869231	0.7289496568375436	1.0044940316072255	0.4378500486107405	1.0866787379004081	0.5437110548677327	0.9862363415339335	0.8543957998579296	0.7809942208342321	0.10254598461361011	0.27019387771078374	0.2699284951560518	0.34307829301534176	1.0365036459339234	0.628383108515053	0.9661909699304005	0.5401045296656786	0.9569024110371803	0.9832949577555993	0.7433454399440309	0.20881224765235398	0.3092431136757484	0.26674639887158413	0.1626026684058324	0.1377102064234366	0.32744304415724923	0.9032160566649138	0.19840947426764136	0.5859002989959543	0.48498373983738485	0.6970450520329472	0.8833564648718247	0.2995762433866982	0.13455322057028887	0.7324807004244932	0.7933640265641843	0.6803698446130086	0.14963787696746003	0.2540973139027912
prom_19	0.580069947829348	0.8467349529040716	0.49999977950021546	0.7320667898349849	0.3743416094575258	0.6466628248825197	1.0739959540560375	1.0034400466558169	1.0784113504764359	0.6119751924528715	1.046291519504472	0.5659262740664105	0.2660805209653898	0.6706383874604902	0.3760460089377643	0.21443560024029187	0.22225358911838658	0.9772678856728906	0.161982712645837	0.350445113782032	0.10162359711842997	0.733660684085895	0.2972562974742874	0.45050368968882026	0.6273161954807897	0.1577456762894425	1.078703429351632	0.21039979783400167	0.7999991510529861	0.12941033568996987	0.7086774075380907	0.494816862896044	0.5125625232553492	0.7743493585193629	0.26021748726645366	0.8819613230367207	0.8499284087131523	0.47074684034382985	0.4782882806608172	0.3152257333471743	0.6191431344704404	1.039722108550668	0.5755345399479461	1.0898222033136487	0.4966302803952154	0.35334067655599555	0.24512612659527014	0.5599085744922341	0.6603805274685003	0.5790412083882385
prom_20	0.8118155611800264	0.5390458827577042	0.10591130120971473	0.35243739555922826	0.24089844398399587	0.5948249775761011	0.6179930566179797	0.5318852689318574	0.7140443404559492	0.9939719012403101	0.9418055023695251	0.8970231052796916	0.188927836176682	0.43390023750372086	0.9873167626498555	0.3443177295747766	0.20698834972192984	0.3147888944318631	0.7656111751591941	0.29337010806503927	0.6492286357048873	0.362421991455679	1.0876984896805972	0.174770039609245	0.4731103501634768	0.8351337533230134	0.6745683853165539	0.4401112402155607	0.9461908639953085	1.013030790603014	0.5358274671147709	0.6644295751587761	0.5035641446629033	0.4156910200378823	0.35548884287835836	0.753122679743995	0.4328338582757718	1.0269110447840264	0.9615214926385978	0.32704769293613256	0.4861751912031659	0.9513263788360643	0.10818920075414665	0.21415864794206121	0.3940156448020109	0.8972764195381034	0.37277369981617203	0.4243088208752277	0.3985679555553441	0.1948835613270117
prom_21	1.095845358734327	0.2785999494522602	0.3952961658753459	0.9481751465363478	0.9486042875685554	0.25553899940654257	0.8343758907553043	0.5899194126404496	0.41783104204985444	0.5430408961007264	0.2324045484023516	0.8794688124775513	0.5648340009985869	0.5319847081462854	0.3541726542870911	0.6056644421537605	0.8010733402163337	0.12476425054110776	0.3365225708593852	0.8434031425419942	0.18623100958172625	0.7361860896410781	0.12741587775526256	0.9722111722963773	0.7902368223370377	0.34415135908056527	0.8858642475571653	0.19162015218548537	0.34877323230612245	0.6901507283118413	0.2475686504791598	0.839026230502523	0.6831897342819285	0.22442490474303836	0.7142587654018538	0.3069537880669255	0.2809777979561301	0.9861535018994808	1.021157879393165	0.29272330704323546	0.977266565263584	0.5729604967037446	0.924068103310388	0.7387845812531243	0.3567395983977736	0.14319581344534296	0.7591806389702422	0.3354590376098523	0.3816657390080127	0.6164395470057502
prom_22	0.6720200678377066	0.9603220262699416	0.8529793829597009	1.066620339627188	0.2007889222951559	0.5716266904157502	0.9230335709546871	0.6765661995781173	0.4238533353285131	0.6326280127053439	0.7717248077884638	1.084549591943672	1.0975118668822386	0.6957830284201769	0.4853989522039994	0.8591795877861345	0.877199263356761	0.7759342097098854	0.750902136952648	0.6594923240616579	0.6656259696873872	0.35785821457300493	0.9427173879420169	0.1968703705084797	0.4343662311786982	0.7535334143501754	0.8679277254343252	0.17136796867222884	0.31652525632093464	0.9567008536770589	0.8892252592305012	0.46955486387409207	0.8275101467709225	0.7604433779345637	0.6732074610924759	0.7520630794642122	0.24125303214867203	0.3517750155453804	0.3110571851719207	0.7210374091939001	0.49328114465947637	0.4663648648916887	0.7018315552490558	0.8765305318567558	0.8044812364664109	0.9899833900904691	0.6334198506821193	0.10010989257915828	0.41437721793103544	0.8439247614542054
prom_23	0.3916320158521337	0.6363117326058636	0.3406430447981029	1.096707728972434	0.4678192211947869	0.3675919868406946	0.2137971696060044	0.24488836713668152	0.5290738582970999	0.21176820621070472	0.6618371158934924	0.7453822391240218	0.2002467806789028	0.6447552996138015	0.8968479885775966	0.927341042560256	0.9780842895250647	0.2847019141236299	0.3997967338603545	0.2131561370214992	0.6742190309972299	0.35108107463375704	0.5125710515194332	0.8446688494488318	1.020585730248006	0.4608859383681496	0.7809419738667616	0.6650219342300433	0.5745383304439851	0.9287357553640497	0.8951019803301762	0.38603150410755616	0.437722145330099	0.94059989473719	0.19088822081696236	0.6874275952672249	0.8304520689563155	0.5191656174981981	0.8747525055149961	0.27215819740584957	0.35711851066090183	0.7978859792162561	0.4310660385235495	0.3224372251784121	0.8784465181521696	0.7667980876855063	0.1949506156058786	0.3169381198291026	0.5953532167586512	0.933668225887515
prom_24	0.6138610470714359	1.00661095342781	0.6586798103482203	1.004697422495101	0.49292120255247307	0.4692786060924454	1.0946665546414711	0.623162089091458	0.19937465839663107	0.8946711233318663	0.37453011626766575	0.9897642683910656	0.2340898561893259	0.6886289406233368	0.10127986345085174	1.0149069862574025	0.366710226778314	0.20706753209295495	0.47908385308656154	0.722629425464469	0.962076028729429	0.6186616329602163	0.9914656244552743	0.19750683662052074	0.7316379080706844	0.710521813640112	0.9470155357929064	0.5950094451487994	0.7916972817781928	0.9916782998192911	0.9536826868399705	0.8530317302977775	0.6369793248872675	0.8381424277888097	0.8150581868750169	0.6203454530406939	0.22599957731182066	0.7433929781517334	0.628768912487917	0.9238915814143709	0.20499998522251076	0.8373614607579593	0.29020926523292623	0.17007578187099628	0.4923462005454502	0.12479869583638939	0.6106682415593981	1.0487261273519553	0.5297075487041438	0.3837157561033211
