	sample_1	sample_2	sample_3	sample_4	sample_5	sample_6	sample_7	sample_8
motif_1	-1.6136022427453522	-0.43963983294129766	0.5221086220137763	-2.460620397655144	-1.5592669049278525	0.520580474823508	-1.6421571519503826	0.24683780557728502
motif_2	-1.1077784317138037	-0.0334643952999585	-1.0023809153335355	-1.229300953737548	-1.5592344377357823	-1.027981335952686	-1.2767991137169845	-0.6297834890719854
motif_3	1.7637299468782164	2.060608209414972	-1.2348651088574307	0.2528191166273008	-1.4189940388670454	1.1612538842747766	-0.07185142535694192	-0.06360676427469328
motif_4	0.5992404360946006	0.6659590385660822	-0.37815682895114966	0.8215768783241436	-0.42389388418596213	0.8818620920900927	1.3644430098888465	-0.7410238245392841
motif_5	-0.8077792481953034	-1.0187254911600436	-1.4370256284370346	0.31351729375879933	-0.7496018255100824	0.11033360044082782	-0.42858500394679927	1.830409647903391
motif_6	-1.2360862951360687	1.5462483536196248	0.7330857867452505	2.2955075364411823	-1.8235393006976588	1.132071526256438	-1.2752353774479421	-0.7295408017490149
motif_7	0.321581461813528	1.443893047433874	1.908752760268039	0.5185993154103925	-0.19879057759529897	-1.2166782677819246	2.066692084880223	1.0123400308338857
motif_8	0.46956032270602915	-1.3649941005534874	1.1951481767639622	-2.3649615392668735	-2.703214945581523	0.6727133631410621	-1.018612607786951	0.9462397373759074
motif_9	-0.7461705349993892	-0.4652798975936679	-0.7793785509990296	0.03904931436425454	0.15031721133357653	1.0336290045677166	1.010900845931472	-0.15934568229324214
motif_10	1.2429923916658654	-0.5712439834609063	0.1826204110021798	-0.7882385395718636	-0.08439985059575214	-0.34892756829011595	-0.08556034761028532	-1.1410092982956561
motif_11	1.1501709923176322	0.648308529586158	0.9993068130169209	-1.2278352069772767	-1.6041644929101324	1.4615442915659165	0.5277992835640058	0.09939115472228703
motif_12	-0.6352079216318636	0.5269386373342119	0.0897496360937101	1.1341136180364348	0.6796593005364251	0.6194590938864637	0.3132516784881976	1.1399052270007717
motif_13	-0.2462761847247704	-0.245279310778782	-0.8065731350076506	0.40374958553362583	1.4297550849367708	1.4844849058724885	-0.759918664266936	1.3108151097377496
motif_14	0.44642120436758814	0.018114812748766758	-0.057505961667642866	-2.0615362157643777	1.1546047045978183	-1.409597733028069	0.9254118681106192	-1.6277775742684175
motif_15	0.44245557116300765	1.2521069654609587	-0.3674679258158762	-0.2677857605025022	-1.0839846085818121	-0.0113174140733394	-0.5293828695483261	1.3573121836722228
motif_16	-0.16624948675735357	1.0115462871959533	0.12124186841714577	1.5206273758976974	-0.0071659668945130706	-0.20703044438871138	-0.11664920203360524	0.5776264548572065
motif_17	-0.46336267026093064	-1.0187712849862542	-0.5245841910469862	-0.9176381163228574	1.2649601100068015	1.1769152668637817	-0.9362301582056464	-1.2825642985577304
motif_18	-1.1725585749531122	0.153129840038695	0.7073616245650344	0.44235816406246586	-2.3636953847564794	-0.49613609947208115	-0.5955394388526783	-2.5166086059943957
motif_19	0.8456053553173041	1.6345407186297227	-1.820110682574372	-1.8708035753289902	0.23486638603744733	-0.021195200448786988	0.7538255058978065	-1.5942947820027167
motif_20	0.09185895397965889	-0.039589351857353794	-0.6629266062173124	-0.5501573961725328	-0.8894840744945768	-0.953325163851049	1.1987822658067189	2.046759474323504
motif_21	0.2523142385759257	-0.010861762292249059	-0.5089772214553692	-1.4154694460880826	-0.28545648010330144	0.7759814881025687	-0.46763402530104264	-0.6397060039372227
motif_22	0.9480557904171896	-0.0873585881336913	-1.262504326001598	0.3969497737194863	-0.15741454139254818	1.4662073885644422	-0.18197751685833113	1.492015069366653
motif_23	-0.24922001036270455	0.40375949340353273	-1.723428485447753	-1.5798021706159624	0.9956565582347956	0.3525728306399469	2.536588052252455	0.4069675006778872
motif_24	1.2758010109759306	-0.48300749330511406	-1.584300325663709	2.951041999181479	-0.28894106938494984	-0.9744374125804554	0.31631764464800094	-0.8649602314024823
motif_25	0.05693950608786461	-1.6283113053402043	-0.37749396417071707	0.8945509260143267	1.4660998333223398	-0.3839618316977475	1.0600894228567992	1.795324976110839
motif_26	-1.385748687068599	-0.11594474552660237	-1.6118866166450276	-0.3518192526729572	-0.1552948963677304	-0.7568826302063141	-0.5278734995064331	0.29425360412129536
motif_27	-0.0017559069740096167	1.3508147599861737	1.254097610248151	0.38624085380598605	0.23984510591815525	0.004384140719861817	-1.9272015647675536	-0.09191766390982428
motif_28	-0.7731913448147808	0.6090218528254129	-0.17294209052683895	0.6929374279577294	1.490802280903707	0.8756900910977811	-1.0281291892082538	0.4715878992442316
motif_29	0.8466108953856273	0.2989351935140526	-0.313349642614138	1.4356996917449838	0.5172943429971358	0.7387259507270083	0.8634077820762286	-0.37349051427842983
motif_30	0.4463151295380327	0.5076996551083536	0.786030045798	-1.5077053166942764	-0.3211961113349402	0.2998308695238873	-0.01429914927299088	0.3013529798599366
motif_31	-0.710695215768733	0.09861728016674942	0.6541561040562527	1.056520565943344	-1.0444096352401444	2.4397772031681866	0.2596689520116918	-1.0832327267711925
motif_32	0.8095595029637804	1.905681510604128	0.2010848455872605	0.945078578062871	1.0561759342266612	0.09597212608712734	0.6932822239037376	0.5720274668336652
motif_33	-0.3166826867537769	0.027287025332265888	-0.19242651053294496	0.29555125490039236	-0.1491664415420795	0.9013667235825013	0.6130291409296802	0.4942486833597992
motif_34	-0.4230421573702078	0.9585078990079274	0.5323397216369717	1.2498067938899478	-1.1869463387046741	0.42130646831095664	-1.3273663383627239	-0.2800474361871391
