	mean
prom_1	-1.103338449065532
prom_2	-0.7250246402444398
prom_3	-0.7818052573180567
prom_4	0.2669758563943925
prom_5	-0.24858072943889084
prom_6	0.12648305151184983
prom_7	0.8430425708043379
prom_8	0.8579365494757685
prom_9	0.47518364194858514
prom_10	-0.4507685980824168
prom_11	-0.7549322818237513
prom_12	-0.8148141073390911
prom_13	-0.3438548577942607
prom_14	-0.05138009378693365
prom_15	-0.972273677374357
prom_16	-1.1344875329570228
prom_17	0.30570521940427436
prom_18	-1.8516850300587613
prom_19	-0.1770535081731753
prom_20	0.42582566727720134
prom_21	-0.9853556064014685
prom_22	-1.1129541306361368
prom_23	-0.7606260324368407
prom_24	0.6480245888364551
prom_25	-0.12983135641150817
prom_26	-1.8695972328417114
prom_27	-0.42334910981158214
prom_28	1.013896799797998
prom_29	0.983715344494681
prom_30	0.6300419507298725
prom_31	-0.23805880511791805
prom_32	-1.8449398759528108
prom_33	0.16957772908778576
prom_34	-0.17597776424923472
prom_35	0.07679986448808807
prom_36	1.5423041109956315
prom_37	0.18368353864928177
prom_38	0.2763338112116042
prom_39	0.60509748714115
prom_40	-0.25656890687358347
prom_41	-0.6643563363880756
prom_42	-0.7373730463555963
prom_43	0.7669664848521094
prom_44	0.5045526940525952
prom_45	-0.48954647183368644
prom_46	1.152695318344823
prom_47	0.1843314807437683
prom_48	-1.3402183858497783
prom_49	0.6058789654488664
prom_50	-0.13948567840174828
prom_51	-1.3288018246050828
prom_52	0.5154848458324957
prom_53	-0.3448165176946628
prom_54	-0.3923426027377626
prom_55	0.5898959165637815
prom_56	-2.192496725059042
prom_57	-1.2773002232819268
prom_58	-0.424520173132984
prom_59	0.2491635754284672
prom_60	-0.6651072836012581
prom_61	-0.9967172399235361
prom_62	-1.05242308652736
prom_63	-0.11729315387593296
prom_64	0.6750199304550224
prom_65	-1.4500021129549956
prom_66	-2.0803790092492207
prom_67	-0.29737617711179
prom_68	-0.38201813147946434
prom_69	-0.908980457498656
prom_70	0.6117427657792405
prom_71	0.8046315867376995
prom_72	-0.5641675681698397
prom_73	-0.3444514077774843
prom_74	0.5700291999725056
prom_75	-0.42921262053906933
prom_76	-1.4031443828994126
prom_77	-0.06756824481107009
prom_78	-0.9042325062053423
prom_79	0.3252800511826809
prom_80	-0.5051739064583474
prom_81	-0.1891522373142775
prom_82	0.5194133345299351
prom_83	-0.1248190966291536
prom_84	-0.6340162182175496
prom_85	-1.0064568989289748
prom_86	1.7210699849259294
prom_87	1.106608606494993
prom_88	-1.5036527644151223
prom_89	-1.052435432782002
prom_90	0.5840120426474756
prom_91	-0.588364848256607
prom_92	0.015163412593471346
prom_93	0.814011590869202
prom_94	0.12878910185462017
prom_95	-0.1292163770236938
prom_96	-0.47359920099725056
prom_97	-0.08642260519711173
prom_98	0.38668425876103063
prom_99	1.7347666007652345
prom_100	1.0650031126157338
prom_101	-0.19944702852059917
prom_102	0.9165646857829437
prom_103	0.11714239198880873
prom_104	-1.4813830831122459
prom_105	-0.10665150628305381
prom_106	0.9946871517023675
prom_107	-0.5963627681016923
prom_108	0.9359904254410167
prom_109	-0.306682928808508
prom_110	0.026489954793239873
prom_111	-1.1911495707048543
prom_112	2.070178576907857
prom_113	0.45343721403099296
prom_114	1.0084298012263986
prom_115	-0.45270930001215465
prom_116	-1.4634046256774276
prom_117	1.2116085712575098
prom_118	-0.7118646310438451
prom_119	1.6520524733174164
prom_120	-0.17110217265022565
prom_121	1.6245307254155992
prom_122	-0.729026789973159
prom_123	-1.7639888325452324
prom_124	0.6980904951278644
prom_125	-0.06804879593383435
prom_126	-0.002720664561803098
prom_127	1.048707774064752
prom_128	-0.882152891241983
prom_129	-1.294630313879628
prom_130	-1.1684366858566861
prom_131	-1.6821666273617666
prom_132	-1.8086221119765802
prom_133	-1.285238939962188
prom_134	-0.974003651952987
prom_135	-0.45893513264996116
prom_136	-1.2143607775279341
prom_137	-0.14966600153317874
prom_138	0.7312469010153925
prom_139	-0.25173928382442434
prom_140	0.3796369838510259
prom_141	-0.9573409048383371
prom_142	0.23714513727312567
prom_143	0.40413649471524277
prom_144	-0.7182034035162363
prom_145	-1.6152415653116443
prom_146	-0.28312493043636877
prom_147	-0.11770311399363657
prom_148	1.3019772499079028
prom_149	-0.542570905763427
prom_150	1.4860886807315785
prom_151	-2.540753426948801
prom_152	-0.4669225615566299
prom_153	-0.6568150771120203
prom_154	-0.5546624890218637
prom_155	-0.7070578934344519
prom_156	-0.23243248325967733
prom_157	1.4393506485506713
prom_158	-0.33998176288110804
prom_159	0.9880250645002019
prom_160	-0.2865147017550687
prom_161	-0.0854321476634076
prom_162	-2.5435263510795427
prom_163	-0.1082895896106206
prom_164	0.40402191278219246
prom_165	-1.3201742396194003
prom_166	-0.8003183808902133
prom_167	-1.0418078020668382
prom_168	1.8951476562581178
prom_169	-1.1691941554025185
prom_170	-0.9135364747809134
prom_171	-2.882348147569897
prom_172	-1.7627596822261695
prom_173	-0.001575182240535898
prom_174	-1.469144600430849
prom_175	-2.9343345439050923
prom_176	-0.49793476681400045
prom_177	-0.11154801534069288
prom_178	0.04982319975605553
prom_179	0.1491899893258526
prom_180	-0.8148030555046061
prom_181	2.548770976055807
prom_182	-0.7642173280083616
prom_183	0.22054299729033564
prom_184	-1.4689320993384976
prom_185	-0.8288537386009417
prom_186	-1.7223258374684915
prom_187	-0.0032658359721207332
prom_188	-0.6092694249410624
prom_189	-1.2041714869103144
prom_190	-2.191625389776598
prom_191	0.3303702761325989
prom_192	0.5951425729215735
prom_193	0.6140235898285351
prom_194	-0.2949284472390533
prom_195	0.4782446396669524
prom_196	0.6968138429808941
prom_197	0.30416610763300433
prom_198	1.2196720908409397
prom_199	-0.351120695988252
prom_200	0.016186666247721946
prom_201	-1.6832511224903048
prom_202	1.8877821978122715
prom_203	-0.9132681233112661
prom_204	0.15405624026473005
prom_205	0.46098246523626235
prom_206	-0.9602659455891173
prom_207	-0.19540920288306038
prom_208	0.5313527752127596
prom_209	-0.2377473425875988
prom_210	-0.4415467334371591
prom_211	-0.45237159787782594
prom_212	-0.8374484455576834
prom_213	-0.3007629936630539
prom_214	0.23174662947446928
prom_215	0.32239716092676524
prom_216	0.9564286697272291
prom_217	-0.07028496322481122
prom_218	-0.6253896470252689
prom_219	0.7166365135824909
prom_220	0.23264020071884306
prom_221	0.8800570948741432
prom_222	0.07753531384262037
prom_223	0.4223207306512584
prom_224	0.28473800722111225
prom_225	0.6210399937129013
prom_226	-1.0631473747738258
prom_227	-0.20169712390585587
prom_228	0.08095499003260848
prom_229	1.6005035552299232
prom_230	-0.16614787903787603
prom_231	0.35946594453852393
prom_232	-0.27016856350498214
prom_233	-2.134623054763697
prom_234	1.1381140916083596
prom_235	0.5767573098931356
prom_236	1.1410347102922205
prom_237	-1.4381761394770798
prom_238	0.18701918353504002
prom_239	0.08081261728372877
prom_240	-1.641810007692452
prom_241	0.36849005500606885
prom_242	-0.6932454091977953
prom_243	0.39367550126195006
prom_244	-1.734648372410306
prom_245	-0.9640294634361273
prom_246	-0.7935321437625621
prom_247	-1.6001388735885176
prom_248	-0.037046231162723896
prom_249	1.20342697691021
prom_250	-0.11084867912772571
prom_251	0.5317879219241936
prom_252	1.3648307601736487
prom_253	0.4575794154656265
prom_254	-0.458981017721267
prom_255	-1.9879685560616782
prom_256	0.25881643526575554
prom_257	-0.4131968525162617
prom_258	-0.5407732906497739
prom_259	0.631845770100832
prom_260	0.45494863354950427
prom_261	-1.6393433122942147
prom_262	0.15382718983403193
prom_263	-0.4064208579879365
prom_264	0.7606831407337395
prom_265	-0.10584490770164938
prom_266	0.8322632577899316
prom_267	-0.7404143502682249
prom_268	-0.47881249762472494
prom_269	-0.6209994124106392
prom_270	-0.26367058673679555
prom_271	-0.3232440513712211
prom_272	1.0948656004768589
prom_273	-1.0571131458800027
prom_274	-0.0002689729225675192
prom_275	-1.2399058024965723
prom_276	-1.5125958986911534
prom_277	-0.6728595354729164
prom_278	-1.57708268595642
prom_279	0.08995686077355568
prom_280	-0.8099009137675839
prom_281	-0.6116820398666672
prom_282	0.3646225939483509
prom_283	1.4575040801474213
prom_284	-0.6090285611860534
prom_285	-2.02183867675224
prom_286	-0.47601179884907563
prom_287	-0.08660869944254501
prom_288	1.0458568346970099
prom_289	-0.11920775808272263
prom_290	-0.9508600948562445
prom_291	0.842768891788371
prom_292	1.0042666040751285
prom_293	-0.25702716390972946
prom_294	0.2209992414292515
prom_295	0.2945445096453725
prom_296	2.5029022835817125
prom_297	-0.651721191383175
prom_298	-0.4637418767250724
prom_299	-0.14968376300929553
prom_300	0.6629352138812419
prom_301	-0.34319165156173326
prom_302	0.4619778901390649
prom_303	0.8475680674122099
prom_304	1.9155851307712162
prom_305	-0.19451768454356538
prom_306	-0.34791503909187493
prom_307	-0.36807135140693215
prom_308	-1.8766864179537295
prom_309	-1.2054422677237624
prom_310	0.11256506784065852
prom_311	0.11437992035237132
prom_312	2.529808811243132
prom_313	1.1936291935778407
prom_314	0.7309509240194839
prom_315	1.422605779532594
prom_316	-0.6768729439511042
prom_317	-0.5970357482642217
prom_318	-0.7762025957815438
prom_319	-0.19285368220133348
prom_320	2.101366953893021
prom_321	-0.29437771893129155
prom_322	-0.6698870877931281
prom_323	0.009999729246110027
prom_324	0.7996565778226508
prom_325	0.4460486031696714
prom_326	0.8199460744373394
prom_327	-1.2211955263617602
prom_328	-0.8841350410528489
prom_329	-0.2531172758152573
prom_330	0.07021187147382818
prom_331	1.3314166326829797
prom_332	-1.2784075728289819
prom_333	0.6181882644134128
prom_334	-0.24731757082016376
prom_335	0.5904816508336912
prom_336	-0.6684701501752912
prom_337	-1.400643704619561
prom_338	1.1567499349547157
prom_339	0.2732071180636746
prom_340	-1.9444369396635262
prom_341	0.6765111637690748
prom_342	-1.0151667735698795
prom_343	-0.12067211669238313
prom_344	-0.03292816052339521
prom_345	-1.3556924747897403
prom_346	1.0835313840894025
prom_347	-0.5383974792603289
prom_348	1.5986023732398602
prom_349	0.4630146633482009
prom_350	0.4923195876680452
prom_351	0.24852607582638142
prom_352	1.9416813612704704
prom_353	-1.0339292550667423
prom_354	-0.7927026027071161
prom_355	-0.6736183309695585
prom_356	1.1280014225358606
prom_357	1.0299181288886872
prom_358	0.07114133954580079
prom_359	0.25238173845475365
prom_360	-1.6522213517590236
prom_361	1.4647378257058257
prom_362	-0.23288481619907603
prom_363	0.1084134835703695
prom_364	-0.31175689177534527
prom_365	0.6402267055254218
prom_366	-0.22449968423290237
prom_367	0.11003928145403136
prom_368	0.07966937676602333
prom_369	-0.5146401942398863
prom_370	-0.6172986643609517
prom_371	0.3847575854501516
prom_372	0.3759377633569072
prom_373	0.7271682989050035
prom_374	1.4410694354806672
prom_375	-1.236368591037836
prom_376	-1.8410366673778336
prom_377	-0.4089688444010006
prom_378	1.2645043768743112
prom_379	-0.04885647166778105
prom_380	-1.8200967103256527
prom_381	1.5853045165261654
prom_382	0.49649681753216945
prom_383	-1.4954754344243513
prom_384	-0.8327271861185265
prom_385	0.09534465565335325
prom_386	-0.557069605471702
prom_387	-0.13822816117805112
prom_388	0.5138807323007698
prom_389	0.0020972220524533023
prom_390	1.3861232879971381
prom_391	-0.19365171680890617
prom_392	1.4851733030914815
prom_393	-0.5863636865615226
prom_394	-1.1675184664165015
prom_395	-2.0944502689703017
prom_396	-0.8687731361260981
prom_397	0.08855059237512694
prom_398	0.9524803665676281
prom_399	-3.4308535995773273
prom_400	-0.04523499170094389
prom_401	-0.9749827558180778
prom_402	0.700918653941187
prom_403	-0.517495915094869
prom_404	0.29388172432969467
prom_405	1.793723743648413
prom_406	0.10428434354950758
prom_407	-0.17486783204986533
prom_408	0.9732473489448106
prom_409	0.285505854017121
prom_410	-0.206894643180836
prom_411	-1.6076973569095265
prom_412	-0.36135620589800155
prom_413	-1.6688859699320755
prom_414	0.1915861251289775
prom_415	0.560811545907166
prom_416	0.050285818888151035
prom_417	1.8246394780464974
prom_418	-1.1492260043847176
prom_419	0.3949532979938018
prom_420	0.025369381163440907
prom_421	-1.1882550897959276
prom_422	0.4834315729778356
prom_423	0.8101636911860228
prom_424	1.1024453950943942
prom_425	-0.18095212180426937
prom_426	0.6194044131967728
prom_427	-0.6707550667365729
prom_428	1.467186570566191
prom_429	1.7737923598436747
prom_430	0.14671281692689492
prom_431	0.21800954775264972
prom_432	-1.0652532192548356
prom_433	0.01864572858076552
prom_434	-0.3700325134916113
prom_435	0.2238667132121096
prom_436	-1.4020860303277891
prom_437	1.7608357417718574
prom_438	0.1890796642117608
prom_439	1.0796092956903138
prom_440	0.4937713752250483
prom_441	-0.2831141996194338
prom_442	1.9160005287091235
prom_443	1.1145178982258523
prom_444	-1.4717814002934353
prom_445	-0.016410624453373608
prom_446	-0.22502999906014415
prom_447	-0.7920330825322276
prom_448	2.1555139197420647
prom_449	-1.2070493823166464
prom_450	1.5215093709247252
prom_451	-1.7026406794681959
prom_452	1.3696273940281662
prom_453	-0.5175211154935312
prom_454	-2.2253402226585566
prom_455	0.2803571897102501
prom_456	0.48861681078557634
prom_457	-0.8941757094049694
prom_458	1.0891490875983063
prom_459	-1.6624235509711482
prom_460	1.1360688726303638
prom_461	0.6001916436346493
prom_462	1.7991474242280783
prom_463	-0.37908264890378884
prom_464	0.8942498534853264
prom_465	-0.5618262307019345
prom_466	0.8381495027651257
prom_467	0.2677390037835322
prom_468	0.820096389404681
prom_469	-1.2534402662353155
prom_470	0.5105403937095937
prom_471	0.3910601908296455
prom_472	1.522625428295317
prom_473	-0.3123627807069791
prom_474	-0.1559030703649705
prom_475	0.6662104817708515
prom_476	0.5491226046742744
prom_477	-2.4852608875948734
prom_478	-0.25685473895067923
prom_479	0.877242520992973
prom_480	-0.3312091104250737
prom_481	-1.8250722607564553
prom_482	-0.32677880021032013
prom_483	-0.00922226512484164
prom_484	-0.94613587640077
prom_485	0.0928855454570037
prom_486	-1.0838455166704075
prom_487	-0.1860289248154189
prom_488	0.08640961797841484
prom_489	1.7710082151111814
prom_490	0.3545974041019472
prom_491	1.268552565247097
prom_492	0.21989953679711413
prom_493	-1.1279485250581365
prom_494	-1.1478823572963726
prom_495	0.7872964297105595
prom_496	-1.591940082863922
prom_497	-1.586816023846634
prom_498	0.8978940097478727
prom_499	-0.8132907496122839
prom_500	-1.1469547847031776
prom_501	1.6372399644926334
prom_502	-0.8720989546940386
prom_503	0.6020659175996709
prom_504	-0.039559025720236375
prom_505	0.1265096990438899
prom_506	0.037371870328371186
prom_507	0.9957237005675543
prom_508	1.466331890072237
prom_509	-0.9351496485230951
prom_510	1.5105789635513271
prom_511	-0.2227309208389586
prom_512	-0.17789786494554566
prom_513	0.671858913725373
prom_514	-0.5488296835038061
prom_515	-0.9276241544882302
prom_516	1.4961201624326617
prom_517	-0.5831500484212122
prom_518	-2.115640690922247
prom_519	-3.2808904241235837
prom_520	0.30874651037548856
prom_521	-0.15989907225103325
prom_522	1.7073793982975638
prom_523	-1.1718829367900314
prom_524	-1.2170020723588437
prom_525	0.02437505232244117
prom_526	1.317660394475458
prom_527	1.3930395350611002
prom_528	0.026581205400301684
prom_529	-0.6467601647728427
prom_530	0.12808580275662468
prom_531	1.507688628001979
prom_532	-0.08267148523910728
prom_533	-0.4470988911587271
prom_534	0.442352189968896
prom_535	0.19868520783896684
prom_536	0.11213873072074423
prom_537	2.0666667233654357
prom_538	0.6681400198038934
prom_539	0.12125825040116867
prom_540	-0.34040370986018287
prom_541	-0.26001971362325665
prom_542	0.5127323139655111
prom_543	0.7295610739150823
prom_544	-0.6165019002085406
prom_545	-0.5094908996643753
prom_546	-0.25786989686517825
prom_547	-0.9188382137489136
prom_548	1.0998835409125545
prom_549	-0.880352543731209
prom_550	0.16521848371655573
prom_551	0.9922386535552727
prom_552	-0.9636347436704148
prom_553	-0.8335339441468426
prom_554	-0.1262448468218445
prom_555	0.5146652240667882
prom_556	0.1967315875013027
prom_557	0.06581563431473204
prom_558	1.2576718800229345
prom_559	-0.5522332506988411
prom_560	-0.6574863337003607
prom_561	0.6625587701445914
prom_562	0.13310893724932213
prom_563	0.9568375834709709
prom_564	1.0918288354230472
prom_565	-1.0718917057602042
prom_566	-2.058132761011453
prom_567	0.5680560809660042
prom_568	-0.026668314771472468
prom_569	0.2966456207186827
prom_570	-0.8795948120061199
prom_571	0.8112453464643758
prom_572	-0.20920293015398592
prom_573	0.5643427379443166
prom_574	0.9225562075950082
prom_575	0.12721499801747693
prom_576	-0.0709105244840115
prom_577	-0.6682330499716571
prom_578	2.6918237439484654
prom_579	-1.3388486125122736
prom_580	0.7194163708288878
prom_581	-1.4759927226044132
prom_582	-0.8005415807365766
prom_583	1.4153139957764351
prom_584	-0.7096354871618157
prom_585	1.071167503122785
prom_586	-0.3629281737924934
prom_587	0.8897246880278222
prom_588	-1.3906149546069473
prom_589	-1.1140862224309014
prom_590	1.461771360791897
prom_591	0.34187463703265236
prom_592	-1.0207593536323005
prom_593	-0.4729377960975457
prom_594	-2.761625253661855
prom_595	-0.31851155899298
prom_596	-1.3223198974397186
prom_597	-0.9680002335669001
prom_598	1.4890108202101149
prom_599	-0.5517988670762218
prom_600	-0.6325057288960066
prom_601	-1.1185416887243582
prom_602	0.6533098175205553
prom_603	0.5336642817251468
prom_604	-0.8552625461343423
prom_605	-1.6708038949985327
prom_606	-0.231164032736248
prom_607	0.10486301922850678
prom_608	-1.9997690656629878
prom_609	1.1157847324065087
prom_610	-0.9347117859556402
prom_611	0.0704865154243547
prom_612	-0.8066308860740341
prom_613	-0.7919064060830576
prom_614	0.8941238745108198
prom_615	0.06294964580516721
prom_616	-1.542722034526186
prom_617	0.30980765542332334
prom_618	0.7900402605555296
prom_619	-0.20270540599430054
prom_620	1.0401037377733606
prom_621	-0.9551929917243237
prom_622	0.9132055212673847
prom_623	0.18542275607885986
prom_624	0.13308543724144545
prom_625	1.333892006412268
prom_626	0.6636932568367602
prom_627	-0.34611947594687026
prom_628	0.472601044509025
prom_629	-0.7047358232329185
prom_630	0.4742606531660973
prom_631	1.279131051620045
prom_632	1.1795459646498048
prom_633	-0.733413876444
prom_634	-0.26833569071761
prom_635	0.6093418811290903
prom_636	0.5534753884377935
prom_637	-0.7767905132555804
prom_638	0.18313204139146072
prom_639	0.35470881750751504
