	mean
motif_1	0.47450325637067003
motif_2	0.6870112355304953
motif_3	-0.7902084802191536
motif_4	1.2109018041561346
motif_5	0.11343152481002862
motif_6	-0.9375371517681725
motif_7	1.699231403227469
motif_8	1.4483610385169754
motif_9	0.12997978481678943
motif_10	-0.5141233457574828
motif_11	0.41082282752099397
motif_12	-1.0832600687164702
motif_13	-1.9274613380996948
motif_14	1.8492260468983772
motif_15	2.7454875393534817
motif_16	0.6987545466033278
motif_17	0.3848854146266599
motif_18	-0.6470164323138636
motif_19	-1.1179462454381843
motif_20	-0.9564176685120037
motif_21	0.7309502463964986
motif_22	-0.0352639135161035
motif_23	-0.06265615067373152
motif_24	0.7783885774788635
motif_25	-0.28325962075022515
motif_26	0.9814799346480466
motif_27	-2.507969164390369
motif_28	-0.06940498570979696
motif_29	1.007462725815372
motif_30	1.7735062691752914
motif_31	0.6577853416904531
motif_32	0.9587883479561954
motif_33	-2.3981363594870344
motif_34	0.4956140627261682
motif_35	0.06803423144516184
motif_36	-1.0428244443929224
motif_37	0.03212492317627259
motif_38	0.04587823054297941
motif_39	-0.34276239922326746
motif_40	0.57173597397841
motif_41	1.3699779163654036
motif_42	0.6920134935060319
motif_43	0.645552110517196
motif_44	-0.8758425260560164
motif_45	0.43346280435199036
motif_46	0.1727269576605482
motif_47	0.3790645518810221
motif_48	1.1022740722956619
motif_49	0.18555164192441542
motif_50	-0.8831910619762701
